SuperClass,Class,SubClass,Metabolite,A1_Control,A1_Context,A2_Control,A2_Context,B1_Control,B1_Context,B2_Control,B2_Context,C1_Control,C1_Context,C2_Control,C2_Context,D1_Control,D1_Context,D2_Control,D2_Context,E1_Control,E1_Context,E2_Control,E2_Context,F1_Control,F1_Context,F2_Control,F2_Context,G1_Control,G1_Context,H1_Control,H1_Context,H25361_Control,H25361_Context,H25362_Control,H25362_Context,H25363_Control,H25363_Context,H25364_Control,H25364_Context,H25365_Control,H25365_Context
Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,L_Fucose,0,0,1383343.666,2659.099009,116744.3673,86090.18997,0,0,12911.01288,38746.9025,1303848.227,508243.5718,0,0,3252460.621,904451.482,1305477.394,97370.72851,1916691.472,1160512.865,23086.82495,1191110.511,1366381.892,90516.42337,0,0,1375.907816,7371.511151,1312116.59,136143.1673,1192437.923,87027.74848,234531.6234,234531.6238,1614408.429,188582.128,193062.39,368967.9567
Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Trehalose,53662.71169,96588.21949,385368.4867,0,210948.8525,67312.85709,64267.37738,62946.95291,31221.77798,67087.80476,1073796.444,55806.63484,148708.8687,105513.837,4319986.737,616940.3392,1710974.891,31833.81379,620281.3702,70342.61784,6729.15471,50194.78769,1095741.806,16455.89919,179560.0525,5363.168025,468585.7044,94677.46479,1654577.283,85701.8583,917372.9011,60237.98396,133957.1199,134657.4153,1492429.349,57471.46708,62708.84834,69951.0041
Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,Propane_1_3_diol,0,0,160608.5108,17244.78897,0,0,0,0,0,284.5417683,0,0,0,0,0,0,0,0,20253.78048,130.2687695,0,0,0,0,0,0,541.8912947,0,369.4698764,704.112097,94687.29543,0,0,0,4665.005273,23827.96595,3463.879518,0
Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,5_Methylthio_D_ribose,372.6918596,13807.98965,0,0,5353.498582,114.2094189,1929.978232,35024.04961,0.97862146,1212.292999,2062.170834,718.4309705,38635.91653,136951.6771,1688667.361,385603.449,171390.2183,248820.528,38691.58865,362.1566796,0.9633961888,3.703891972,1554.873682,285.0954681,33.78722428,101.7743106,0.01015427572,0,1574.359455,11728.88554,6436.174376,9076.183325,11321.63106,25661.66983,340.4567537,149.0267469,79.87465556,1677.734117
Homogeneous non-metal compounds,Other non-metal organides,NA,CO2,2930872823,3204683678,14061586910,501651580.5,4946360299,6928154382,3622436965,3736908197,4099881439,3858439548,11914650779,1951129563,5548836479,5214052187,33559446927,9806353389,9713366683,4749962086,15073550361,3152118885,2209786188,2552967954,16685060598,1600617231,481384796,332234966,10185195780,3926855230,10436691065,3500189770,15081659278,3676709126,6987730016,3932488765,13520812145,3295723840,3507519727,4680260419
Homogeneous non-metal compounds,Other non-metal organides,Other non-metal hydrides,Hydrogen_Ion,92982659.3,14215549.7,140731.168,1773.605956,790151617.6,120304986,92457934.82,50173490.94,300106957.3,314435316,194613332.8,227475954.9,143573266.9,88225652.24,691706841.9,208320655.5,90551441.73,115919486.4,90605048.06,254782280.6,121396467.6,387283512.7,52096744.75,54265696.33,234787122.1,7855305.906,320726612.4,142054625.7,292926891.9,185058934.1,147275842.7,2314217.553,181514427.9,179483937.1,173780425.7,59439930.97,54953028.19,383860001.7
Homogeneous non-metal compound,Other non-metal organides,Other non-metal sulfides,H2S,325016122.7,144251854.8,569119806.3,31697430.92,396164882.2,13707.75075,404268974.7,371696723.3,329158968.4,351939405,606703611.2,174391570.5,644952037.3,618729813.9,1489688139,374344939.1,555054986.7,373476938.7,1005363246,187251278,93245219.7,131838845.3,653370616.8,61742145.87,31559628.75,41176931.43,592613144.2,218994470.2,554415061.6,187974139.1,633658204.2,95130883.69,380950687.5,475092460.4,665178006.4,112213143.9,115605954.3,271483287.9
Homogeneous non-metal compounds,Other non-metal organides,Other non-metal hydrides,Hydrogen,280746406.5,164886921.5,2590747056,48825101.19,83937169.37,472278734,64067162.84,78719882.72,267826046.7,192269885.5,756705002.4,85625536.31,505557350.5,42430.65443,5409279989,2334289280,2217630436,446019387.8,415369235.1,170741525.3,107340508.9,151716320.6,2285079590,12928363.57,1746612.243,68903726.33,892908239.2,708287603.6,833832534.2,152070884,2082187129,193661098.8,1638964447,0,1846324648,642030919.9,624383778.1,135956158.2
Benzenoids,Phenols,Benzenediols,NADP,1151.324579,1525.808347,6208.767882,73.58064197,1395.750016,3906.12206,778.237823,1020.795847,473.4001744,1808.000156,14521.24408,862.0976943,1975.373494,1166.417913,25300.95414,934.8725754,4458639.18,1069.456043,5919.238738,436.3138215,549.3730768,4161.788364,11201.38764,395.1242597,0.001960443655,42.94291733,27379.77388,233.8203564,1638.230451,328.2571204,6743.763563,511.6600446,0.03508838774,1.26E-02,5285.342226,121.6599183,1205.188941,1607.529042
Benzenoids,Phenols,1-hydroxy-2-unsubstituted benzenoids,p_Hydroxyphenylacetic_acid,0,0,339739.4408,1685.553673,76920.87873,14820.56156,0,0,2245.067283,720.297707,232011.776,377.2530018,0,0,373097.9113,222033.1525,230141.8849,10516.20032,156693.1001,8922.122776,0,12886.68791,483513.9674,13154.61946,0,0,47743.46179,0,121529.3781,0,366262.3404,14945.02685,0,0,453079.0625,18883.31237,31747.73027,93518.50207
Organoheterocyclic compounds,Pteridines and derivatives,Alloxazines and isoalloxazines,Riboflavin,6190.534507,8028511.846,47199.11066,2371.867591,12962.7633,161177648.9,42885.63319,36625.06497,20957.59382,17639.73244,92739.0826,1365.174969,23141.22292,4700.38355,170098.6506,28484.34962,17488.47664,1848.811753,125453.3155,1567.162108,8693.203058,3625.499756,34071.32664,1118.098433,1098.92263,4563.624726,13134.2508,3399.440984,39935.61356,8112.528969,43738.8594,1669.241984,10298.23244,18084.32658,43108.00669,7415.029224,34115.57849,15335.5475
"Nucleosides, nucleotides, and analogues",Purine nucleosides,NA,Inosine,14499.28819,5219.947441,58210.8409,6217.128315,27048.88432,285555958.2,17006.86541,17184.64103,16357.19792,17636.74389,49157.66956,5504.503608,20916.69595,16051.36141,142719.3228,24744.37445,48640.13996,8971.868604,33204.07127,8707.822711,2323.474263,10647.66497,56160.59288,4381.100857,2430.762087,1932.434483,48720.91137,17155.69435,37361.34032,13831.58306,38665.26147,17218.15773,26004.82545,16900.41486,54225.08464,13113.34367,10324.61322,22513.61029
"Nucleosides, nucleotides, and analogues",Purine nucleosides,Purine 2'-deoxyribonucleosides,Deoxyguanosine,2503.572254,12.12074598,13824.19252,41.8776244,11209.04498,41392.70157,21498.29907,26778.47441,1543.831648,1837.97819,1731.490261,1944.453252,45568.45349,2895.053413,21655.06887,4302.210986,10075.59231,2228.360852,3729.614918,504.1344904,4128.341231,1070.348006,11013.65063,528.3345855,381.6864525,1030.511977,43603.48747,26239.66525,10322.05359,19982.75306,32046.26545,1873.384561,9622.175782,4035.683563,2842.689629,15186.05518,472.0133085,8616.909772
"Nucleosides, nucleotides, and analogues",Purine nucleosides,NA,Guanosine,87.82635733,956120.5627,20805461.68,6415530.186,3661.421365,44711.50097,495.0572695,4152.520103,2413.104907,905.9958186,12238.61125,1364.801089,9276.173942,24147.29903,2712.881655,588.3676964,40023.25247,4920.641811,11946.96413,1627.33088,26809.60212,170.303511,12663.63333,4344.71005,0.5197232099,540.27006,1885.340413,409.7778106,7216.71468,339.1296645,24271.87788,5535.245937,3224.186398,125.7403101,4449.137462,3170.684407,1728.400481,644.1237563
"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine nucleotides,Coenzyme_A,66089.75749,25768.52742,10626.14737,67.93354551,3966.543907,3599.521596,16918.06313,11175.78388,8569.68329,12159.08441,9580.991096,868.094279,30422.65204,17432.00231,20699.60085,12019.17534,3944835939,8377.630233,16524.83502,1358.867977,410.3241361,1003.953624,16014.84313,393.7912588,346.1679073,140.7894023,57861.61977,1243.163126,6366.64732,1339.624296,20032.65104,1224.601534,11762.3329,30897.67171,14965.19553,4121.121082,2723.405414,2729.862618
"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine ribonucleotides,Guanosine_Triphosphate,0,0,45465.20745,942.8483064,12222.50713,277.2746257,11.42630596,13.62932388,922.3668323,5646.076662,17174.50358,6612.100237,0,0,100789.9665,30511.18079,44071.72408,1928.026963,78081.35826,3444.947083,75.66772347,13829.88909,41425.17246,1855.365522,0,0,22498.68626,363.0078856,50315.92984,13125.77234,56529.00419,11177.60328,0,0,76644.4885,15779.55187,4574.354037,256550.4967
"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine ribonucleotides,Adenosine_3_5_diphosphate,0,0,0,0,0,0,0,0,0,0,8.13E-05,9.83E-05,0,0,0,0,0,0,0,0,0,2.69E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nucleosides, nucleotides, and analogues",Purine nucleotides,NA,Xanthosine,95511.73046,5199.285256,3987.295248,0,5318.674353,1173.004463,587.0175772,6261.874915,8594.877042,1898.85836,10864.55091,1688.554158,70395.40333,24872.7443,51642.58002,6382.459202,5410.168389,54.54510961,4830.223699,3380.274888,3831.930771,4077.311177,5866.682486,15.42075744,280.91813,128.0545897,2351.203392,675.7840572,1905.725535,1442.533865,1986.166912,2215.823412,4751.979192,264.0518742,7813.288564,38118.14207,2.45E+02,5713.232027
"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine deoxyribonucleotides,5_Deoxyadenosine,4756.068538,3863.60849,8530.263667,2749.931743,4584.254021,12116.92044,1798.070701,1414.028948,1028.709151,4239.395698,5512.834335,4021.093379,1604.02099,1213.464207,24569.93073,10404.83162,3012.440748,16060.43472,4268.834512,2295.285908,89955.82781,3330.677698,1703.457998,407.6078289,11735.2635,360.4691926,4889.667877,9650.434262,6251.071229,8823.890241,2399.042021,2457.651538,15451.12357,12571.4315,254.6190354,208.2277248,484.9825417,3359.85487
"Nucleosides, nucleotides, and analogues",Purine nucleotides,NA,Adenosine,22069.71553,7690.222909,22763.37115,11434.9136,11444.47614,1023521.85,7461.30527,9410.978068,9446.970344,8277.504496,38175.5637,34301.41202,22002.31813,23879.05159,62301.36628,20860.07606,20547.61428,39146.07657,13072.61463,15357.10575,16636.21804,24824.60534,51677.97068,31569.27624,405.4001896,1058.147406,26109.84975,21936.5431,23066.66992,29225.94106,39116.72692,6058.045578,40027.89652,23752.27629,38648.48338,8500.150916,1642.055905,32093.51417
Organoheterocyclic compounds,Pyridines and derivatives,Pyridinecarboxylic acids and derivatives,Niacinamide,18646.013,77287.44784,181.8955613,0,4496.936984,7368.656027,6543.842232,6248.358746,3999.638921,275.558671,6020.699409,0.0000239002526,14961.24156,7928.138365,2935.859107,4349.707156,1828.064682,0,507.5430172,0.0002172636105,73.91001276,96.69036354,2190.32601,0,791.7801269,1009.776533,267.0340694,2497.769395,806.8340303,312.5845322,471.4110263,0.000244122271,12578.81085,5372.847355,3255.692283,1537.170855,638.3497564,0.002712021374
Organoheterocyclic compounds,Pyridines and derivatives,Pyridine carboxaldehydes,Pyridoxal,0,0,23913.12743,0,0,0,0,0,0,0,24.40233327,0,0,0,1368.546267,0,0,0,0,0,0,0,2828.159226,0,0,0,285.8499454,0,270.7326206,3096.826327,4239.755621,0,0,0,43.48892633,0,0,0
Organoheterocyclic compounds,Pyridines and derivatives,Pyridinecarboxylic acids and derivatives,Quinolinic_Acid,0.006857089704,0.006857089704,3.039782171,41.26765435,5854.930693,14266.42598,235.1813638,190.8742702,131.2983069,139.5149707,1.78E-04,1.94E-04,10642.12611,7233.917329,2635.56615,2567.666012,2.666228326,0.0015019086,0.03066350207,0.001249987721,40.20281975,276.7543293,0.0004554867729,1.90E-04,0.1141456341,0.1271386286,471.7577102,3051.03625,630.5944718,353.0222433,1.378665604,0.0005521777481,0,0,482.3979448,99.75377455,141.3063517,53.83241397
"Nucleosides, nucleotides, and analogues",Pyrimidines and pyrimidine derivatives,Pyrimidine 2'-deoxyribonucleosides,Thymidine,0.0283506109,7938.366151,17142.69073,19054.25308,24671.92356,29330.01204,943.8026805,969.5183097,630.0633558,834.4610329,17120.14807,23043.5518,5085.577709,5503.638009,34010.9618,5707.904585,12149.12649,0.4240149017,11075.97377,308.7541636,85.94527723,262.0628784,9430.549832,31761.41528,0.001025655202,0.001798166815,1325.35542,5563.148631,13935.20723,15160.4311,10909.21384,24015.04091,0,0,17302.81953,16365.29382,16449.61179,23357.87692
"Nucleosides, nucleotides, and analogues",Pyrimidines and pyrimidine derivatives,NA,Uridine,422.0523252,34.22128775,2516.453425,0,64.93004566,10973.57658,14.70603914,149.4348633,44.1958872,2.49E+00,6210.56135,2.475030694,84.30079097,1816.972197,928.0088065,789.5718032,1909.296487,51.3904063,80.27230008,382.3254824,12.51208868,20.87827556,1575.396567,1.426987173,139.6981178,76.77947682,3273.754334,7.018055278,2048.157098,0.0000823035736,2482.987962,0,18498.84137,802.6511326,1389.777011,1119.885014,742.1933809,23.52652415
"Nucleosides, nucleotides, and analogues",Pyrimidines and pyrimidine derivatives,NA,Cytidine,39.61373272,13028.67198,0,0,10.001481,903.3522398,1.745423735,0.5349464642,3.259718964,9.142996371,128.6505026,1.912317258,3.077627466,12.81473288,9930.986173,91.99195946,641.0576167,11.84014163,1881.509349,10.70964769,0,0,3141.885705,0.009239868018,39.62517253,5.688153221,601.5261014,114.6535209,574.5406034,37.98731036,29.31885054,16.03850431,524.6461675,372.9281939,28.18295848,366.1342659,0.1730954868,0
"Nucleosides, nucleotides, and analogues",Pyrimidines and pyrimidine derivatives,Pyrimidine 2'-deoxyribonucleosides,Deoxyuridine,4675.183116,715.775328,64999.33231,0,4967.479548,2651.098625,6476.23505,33.75552552,256.3864521,22800.21997,10464.66682,566.3040827,33853.83109,34811.83985,75258.47241,89306.63741,30851.24298,19546.15523,17923.86319,53793.93177,177.7466437,1638.082122,34384.59122,6382.002263,685.3196308,0,11667.68247,9803.609983,32819.7291,4694.223634,64485.34984,11237.44914,158813.3744,94332.20481,16605.50016,18448.38777,16041.68713,283.7910305
