Metabolites,A1_Control,A1_Context,A2_Control,A2_Context,B1_Control,B1_Context,B2_Control,B2_Context,C1_Control,C1_Context,C2_Control,C2_Context,D1_Control,D1_Context,D2_Control,D2_Context,E1_Control,E1_Context,E2_Control,E2_Context,F1_Control,F1_Context,F2_Control,F2_Context,G1_Control,G1_Context,H1_Control,H1_Context,H25361_Control,H25361_Context,H25362_Control,H25362_Context,H25363_Control,H25363_Context,H25364_Control,H25364_Context,H25365_Control,H25365_Context
D_Serine,2.852745191,0,0.7269469147,0,0.2160703745,0.3284863968,0.8928130214,0,0,0.02238521853,0.01373701725,0,0,0,0,0.6480394356,16.03413995,1.365879476,6.055321125,0.2764975232,0,0,0,0.9340667233,0,0,1.915225048,0,20.57687595,45.65222251,0.8595601354,0,1.360848062,8.640050294,134.9233767,1.46916777,12.26150383,0
L_Idonate,0,0,292.7284743,1.119565301,0,0,0,0,0,0,0.2779323692,0.8367947396,0,0,6.288224217,4.02012264,0,0,0,0,0,0,3.569101057,0,0,0,0,0,1.197720346,0,0,0,0,0,1.730441579,0,0,0.1608724565
Sorbitol,0,0,1.368884775,0.1575203445,45.8347689,114.2334709,0,0,17.20214434,0.1043620677,967.896976,99.87152223,0,0,807.5139364,137.7553539,1114.272085,15.23217194,3376.656235,492.6408834,14.59375322,74.0528643,98.92489469,46.28048292,0,0,0,0,134.421766,469.5773799,422.2165332,295.0408862,0,0,649.2329707,24.66449997,57.78011444,403.4765625
Pantothenic_Acid,10.174503,7.488038416,680.5890712,0,3.271578641,0.802898512,13.18577494,7.653081112,0.2358618802,11.44020901,0.619037519,0.2305795782,42.84087051,5.987068083,3.512429489,5.485641943,0.3103562148,2.575596474,0.9325292782,18.06799292,0.3112842429,0.3427197718,0.8099581305,0.03936916548,0.02986403585,0.2212505416,12.08297593,71.92966144,2.967628459,5.598341536,9.141404796,0.166445107,23.42499143,7.049493527,14.11196153,1.005860547,1.960093089,1.929655993
L_Fucose,0,0,906.9334016,1.609692079,54.94578322,43.55363317,0,0,7.085102327,26.54567339,806.4751043,303.2544598,0,0,676.8509137,536.1711223,805.8809188,59.09761225,1493.345666,613.5144609,14.8436577,676.8179339,806.6726129,52.73931565,0,0,0.7870849091,4.730275172,908.9594111,92.46315122,725.1798124,65.2312416,121.4848292,120.9967206,1066.434315,147.160858,150.657048,255.6278602
Trehalose,32.70848008,58.87242284,252.6512834,0,99.28316189,34.05404827,58.59329463,39.40140447,17.13339563,45.96215023,664.1801413,33.29822912,83.387526,59.26495211,899.0076469,365.730612,1056.197544,19.32102607,483.2778304,37.18719075,4.326505241,28.52189799,646.8944817,9.588015406,108.4097286,2.9703353,268.0533771,60.7542269,1146.196614,58.20537338,557.8993216,45.15109897,69.38833066,69.47082608,985.8582511,44.84810145,48.93511353,48.46335615
Hexanoate_N_C6:0,0,0,5.186215942,1.259676378,0,0,0,0,70.86595287,2.723206135,58.3361196,245.5175807,0,0,0,0,0,0,0,0,0,0,29.25730986,2.024837874,0,0,140.8267498,98.41850917,0,0,0,0,0,0,0,0,0,0
Xanthosine,58.21628157,3.169066804,2.614109084,0,2.503236214,0.5934312158,0.5351905626,3.919596658,4.716561271,1.300916218,6.720099511,1.007512161,39.47376223,13.9705089,10.74704094,3.783608498,3.339737242,0.0331052852,3.763356667,1.78700951,2.463737167,2.316827281,3.463520791,0.008984890963,0.1696048636,0.07092171385,1.345000506,0.4336484721,1.320177774,0.9797129714,1.207885225,1.660860069,2.46147352,0.1362264513,5.161245994,29.74565275,0.1908799391,3.958233367
Propane_1_3_diol,0,0,105.2964832,10.43917512,0,0,0,0,0,0.1949408175,0,0,0,0,0,0,0,0,15.78026289,0.06886763289,0,0,0,0,0,0,0.3099876718,0,0.2559476221,0.4782055877,57.58397465,0,0,0,3.081575649,18.59425361,2.703052949,0
Dodecanoic_Acid,15.82186425,8.641871814,0.3519569955,0.004444409074,22.85875895,12.52167068,73.36814139,51.57464846,14.63866056,74.13808097,268.4605777,33.62287116,150.4660627,1904.409555,3.25318129,8.944809513,7.913022157,0.1484829853,43.41219297,155.5093509,2.41413634,30.94257023,79.44272369,42.65119218,0,0,64.7151711,85.32482963,98.80879898,343.1244533,59.36814509,122.8404244,0,0,269.2464912,47.69826497,86.69066579,285.440832
5_Methylthio_D_ribose,0.2271630315,8.416241748,0,0,2.519626251,0.05777934902,1.759582977,21.92316992,0.0005370324734,0.8305472678,1.275523795,0.4286672925,21.66483762,76.92294028,351.4188731,228.5909616,105.8004583,151.017655,30.14565311,0.1914570418,0.0006194148952,0.002104641415,0.9179527509,0.1661106275,0.02039910192,0.0563666523,0.000005808730128,0,1.090626286,7.965803495,3.914152373,6.803010737,5.864481713,13.23905852,0.224896475,0.1162936497,0.06233052339,1.162365388
S_Ribosyl_L_homocysteine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000369328253,125401.2031,0.00000004768353679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hydroxyphenyllactic_acid,0.0002300031756,0.0002300031756,0,0,0,0,0.0001107285121,0.00007602196898,65.51770746,0.00002773821366,0,0,0,0,0.5463861842,26.19764248,0,0,0,0,0,0,0,0,0,0,0.03720350158,0.385372258,0,0,16.25559231,0.07163572772,0.0006215946169,0.0006190971375,0,0,0,0.000008628087874
Quinolinic_Acid,0.000004179531279,0.000004179531279,0.001992910405,0.02498147535,2.755625475,7.217485336,0.2144175086,0.1194770196,0.07205181717,0.09558232031,0.0000001101502359,0.0000001159443753,5.967502648,4.06314258,0.5484725457,1.522147285,0.001645882604,0.0000009115594948,0.00002389075582,0.0000006608160636,0.0258483744,0.1572585345,0.0000002689063047,0.000000110583174,0.00006891564708,0.00007041441824,0.2698679157,1.957840221,0.4368398235,0.2397589958,0.0008384339716,0.0000004138822471,0,0,0.3186589667,0.0778432782,0.1102690059,0.03729609724
5_Deoxyadenosine,2.898917482,2.354945499,5.59252284,1.664677897,2.157580991,6.130035351,1.639321389,0.8851060131,0.5645188077,2.904428646,3.409878201,2.399271861,0.8994442844,0.6815778868,5.113107274,6.168125495,1.859602111,9.747624963,3.325963313,1.213421358,57.83703559,1.892571996,1.005672662,0.2374923484,7.085188009,0.1996421448,2.797123291,6.192652856,4.330385016,5.99284352,1.458974768,1.842121209,8.003513905,6.485700989,0.1681944121,0.1624913823,0.3784581661,2.327769919
Fe2,0.7591485658,0.9520737269,3.209406504,0.01266777716,1.611669842,0.8364862026,2.415340443,1.327523631,0.4922141342,1.281199281,2.845256013,0.1163137468,2.831246686,3.046467882,1.86034593,1.771975098,2.199099593,0.7019331669,2.217262314,0.3622809467,1.226019415,0.6375991347,4.241512886,0.1708108158,0.1350604569,0.3050711407,3.449818633,0.6099732541,2.375506304,0.8327909183,2.719420002,0.6484146097,3.09624279,3.696114499,2.622481407,0.6703881758,0.7941666886,2.142207051
Fe3,3.281882354,3.900611283,10.94019718,0.2072319812,4.630216311,3.781375412,6.303007292,3.607167144,2.809473871,4.331651563,11.19501126,1.53136283,8.716271807,9.888861461,9.244510911,7.384369766,8.734659678,2.427385369,6.720751462,1.60765967,1.670011438,2.134897378,11.02007252,0.7110383718,0.4367538762,0.6577802043,9.199990753,2.537487798,8.599512602,3.089334069,10.82943338,2.313673833,11.94666923,13.54961098,11.77544929,2.356536925,2.7241121,4.981349515
Hydrogen,171120.4663,100501.8274,1698518.668,29556.39425,39505.06238,238929.1363,58410.75678,49274.40957,146973.3602,131724.9445,468048.1465,51090.31811,283487.9794,23.8324259,1125694.214,1383798.388,1368959.786,270704.3609,323625.2971,90263.88078,69014.50394,86208.89976,1349045.34,7532.699835,1054.520516,38161.61822,510786.1096,454505.894,577631.5418,103280.6378,1266279.814,145157.7703,848965.752,0,1219631.864,501011.533,487240.5072,94192.95403
Biomass,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
